subject_id,split,task,minute_index,window_start_sample,window_end_sample,window_start_sec,window_end_sec,symbol,target,target_minute,history_start_minute,history_end_minute,history_start_sec,prediction_time_sec,future_end_sec,history_start_sample,prediction_time_sample,future_end_sample,previous_label,current_label
a03,train,A_detection,309.0,1854000.0,1860000.0,18540.0,18600.0,N,0,,,,,,,,,,,
a03,train,A_detection,310.0,1860000.0,1866000.0,18600.0,18660.0,N,0,,,,,,,,,,,
a03,train,A_detection,311.0,1866000.0,1872000.0,18660.0,18720.0,N,0,,,,,,,,,,,
a03,train,A_detection,312.0,1872000.0,1878000.0,18720.0,18780.0,N,0,,,,,,,,,,,
a03,train,A_detection,313.0,1878000.0,1884000.0,18780.0,18840.0,N,0,,,,,,,,,,,
a03,train,A_detection,314.0,1884000.0,1890000.0,18840.0,18900.0,N,0,,,,,,,,,,,
a03,train,A_detection,315.0,1890000.0,1896000.0,18900.0,18960.0,N,0,,,,,,,,,,,
a03,train,A_detection,316.0,1896000.0,1902000.0,18960.0,19020.0,N,0,,,,,,,,,,,
a03,train,A_detection,317.0,1902000.0,1908000.0,19020.0,19080.0,N,0,,,,,,,,,,,
a03,train,A_detection,318.0,1908000.0,1914000.0,19080.0,19140.0,N,0,,,,,,,,,,,
a03,train,A_detection,319.0,1914000.0,1920000.0,19140.0,19200.0,N,0,,,,,,,,,,,
a03,train,A_detection,320.0,1920000.0,1926000.0,19200.0,19260.0,N,0,,,,,,,,,,,
a03,train,A_detection,321.0,1926000.0,1932000.0,19260.0,19320.0,N,0,,,,,,,,,,,
a03,train,A_detection,322.0,1932000.0,1938000.0,19320.0,19380.0,N,0,,,,,,,,,,,
a03,train,A_detection,323.0,1938000.0,1944000.0,19380.0,19440.0,N,0,,,,,,,,,,,
a03,train,A_detection,324.0,1944000.0,1950000.0,19440.0,19500.0,N,0,,,,,,,,,,,
a03,train,A_detection,325.0,1950000.0,1956000.0,19500.0,19560.0,N,0,,,,,,,,,,,
a03,train,A_detection,326.0,1956000.0,1962000.0,19560.0,19620.0,N,0,,,,,,,,,,,
a03,train,A_detection,327.0,1962000.0,1968000.0,19620.0,19680.0,N,0,,,,,,,,,,,
a03,train,A_detection,328.0,1968000.0,1974000.0,19680.0,19740.0,N,0,,,,,,,,,,,
a03,train,A_detection,329.0,1974000.0,1980000.0,19740.0,19800.0,N,0,,,,,,,,,,,
a03,train,A_detection,330.0,1980000.0,1986000.0,19800.0,19860.0,N,0,,,,,,,,,,,
a03,train,A_detection,331.0,1986000.0,1992000.0,19860.0,19920.0,N,0,,,,,,,,,,,
a03,train,A_detection,332.0,1992000.0,1998000.0,19920.0,19980.0,N,0,,,,,,,,,,,
a03,train,A_detection,333.0,1998000.0,2004000.0,19980.0,20040.0,N,0,,,,,,,,,,,
a03,train,A_detection,334.0,2004000.0,2010000.0,20040.0,20100.0,N,0,,,,,,,,,,,
a03,train,A_detection,335.0,2010000.0,2016000.0,20100.0,20160.0,N,0,,,,,,,,,,,
a03,train,A_detection,336.0,2016000.0,2022000.0,20160.0,20220.0,N,0,,,,,,,,,,,
a03,train,A_detection,337.0,2022000.0,2028000.0,20220.0,20280.0,N,0,,,,,,,,,,,
a03,train,A_detection,338.0,2028000.0,2034000.0,20280.0,20340.0,N,0,,,,,,,,,,,
a03,train,A_detection,339.0,2034000.0,2040000.0,20340.0,20400.0,N,0,,,,,,,,,,,
a03,train,A_detection,340.0,2040000.0,2046000.0,20400.0,20460.0,N,0,,,,,,,,,,,
a03,train,A_detection,341.0,2046000.0,2052000.0,20460.0,20520.0,N,0,,,,,,,,,,,
a03,train,A_detection,342.0,2052000.0,2058000.0,20520.0,20580.0,N,0,,,,,,,,,,,
a03,train,A_detection,343.0,2058000.0,2064000.0,20580.0,20640.0,N,0,,,,,,,,,,,
a03,train,A_detection,344.0,2064000.0,2070000.0,20640.0,20700.0,N,0,,,,,,,,,,,
a03,train,A_detection,345.0,2070000.0,2076000.0,20700.0,20760.0,N,0,,,,,,,,,,,
a03,train,A_detection,346.0,2076000.0,2082000.0,20760.0,20820.0,N,0,,,,,,,,,,,
a03,train,A_detection,347.0,2082000.0,2088000.0,20820.0,20880.0,A,1,,,,,,,,,,,
a03,train,A_detection,348.0,2088000.0,2094000.0,20880.0,20940.0,A,1,,,,,,,,,,,
a03,train,A_detection,349.0,2094000.0,2100000.0,20940.0,21000.0,A,1,,,,,,,,,,,
a03,train,A_detection,350.0,2100000.0,2106000.0,21000.0,21060.0,A,1,,,,,,,,,,,
a03,train,A_detection,351.0,2106000.0,2112000.0,21060.0,21120.0,A,1,,,,,,,,,,,
a03,train,A_detection,352.0,2112000.0,2118000.0,21120.0,21180.0,A,1,,,,,,,,,,,
a03,train,A_detection,353.0,2118000.0,2124000.0,21180.0,21240.0,N,0,,,,,,,,,,,
a03,train,A_detection,354.0,2124000.0,2130000.0,21240.0,21300.0,N,0,,,,,,,,,,,
a03,train,A_detection,355.0,2130000.0,2136000.0,21300.0,21360.0,N,0,,,,,,,,,,,
a03,train,A_detection,356.0,2136000.0,2142000.0,21360.0,21420.0,N,0,,,,,,,,,,,
a03,train,A_detection,357.0,2142000.0,2148000.0,21420.0,21480.0,N,0,,,,,,,,,,,
a03,train,A_detection,358.0,2148000.0,2154000.0,21480.0,21540.0,N,0,,,,,,,,,,,
a03,train,A_detection,359.0,2154000.0,2160000.0,21540.0,21600.0,N,0,,,,,,,,,,,
a03,train,A_detection,360.0,2160000.0,2166000.0,21600.0,21660.0,N,0,,,,,,,,,,,
a03,train,A_detection,361.0,2166000.0,2172000.0,21660.0,21720.0,N,0,,,,,,,,,,,
a03,train,A_detection,362.0,2172000.0,2178000.0,21720.0,21780.0,N,0,,,,,,,,,,,
a03,train,A_detection,363.0,2178000.0,2184000.0,21780.0,21840.0,N,0,,,,,,,,,,,
a03,train,A_detection,364.0,2184000.0,2190000.0,21840.0,21900.0,N,0,,,,,,,,,,,
a03,train,A_detection,365.0,2190000.0,2196000.0,21900.0,21960.0,N,0,,,,,,,,,,,
a03,train,A_detection,366.0,2196000.0,2202000.0,21960.0,22020.0,N,0,,,,,,,,,,,
a03,train,A_detection,367.0,2202000.0,2208000.0,22020.0,22080.0,N,0,,,,,,,,,,,
a03,train,A_detection,368.0,2208000.0,2214000.0,22080.0,22140.0,N,0,,,,,,,,,,,
a03,train,A_detection,369.0,2214000.0,2220000.0,22140.0,22200.0,N,0,,,,,,,,,,,
a03,train,A_detection,370.0,2220000.0,2226000.0,22200.0,22260.0,N,0,,,,,,,,,,,
a03,train,A_detection,371.0,2226000.0,2232000.0,22260.0,22320.0,N,0,,,,,,,,,,,
a03,train,A_detection,372.0,2232000.0,2238000.0,22320.0,22380.0,N,0,,,,,,,,,,,
a03,train,A_detection,373.0,2238000.0,2244000.0,22380.0,22440.0,N,0,,,,,,,,,,,
a03,train,A_detection,374.0,2244000.0,2250000.0,22440.0,22500.0,N,0,,,,,,,,,,,
a03,train,A_detection,375.0,2250000.0,2256000.0,22500.0,22560.0,N,0,,,,,,,,,,,
a03,train,A_detection,376.0,2256000.0,2262000.0,22560.0,22620.0,N,0,,,,,,,,,,,
a03,train,A_detection,377.0,2262000.0,2268000.0,22620.0,22680.0,N,0,,,,,,,,,,,
a03,train,A_detection,378.0,2268000.0,2274000.0,22680.0,22740.0,N,0,,,,,,,,,,,
a03,train,A_detection,379.0,2274000.0,2280000.0,22740.0,22800.0,N,0,,,,,,,,,,,
a03,train,A_detection,380.0,2280000.0,2286000.0,22800.0,22860.0,N,0,,,,,,,,,,,
a03,train,A_detection,381.0,2286000.0,2292000.0,22860.0,22920.0,N,0,,,,,,,,,,,
a03,train,A_detection,382.0,2292000.0,2298000.0,22920.0,22980.0,N,0,,,,,,,,,,,
a03,train,A_detection,383.0,2298000.0,2304000.0,22980.0,23040.0,N,0,,,,,,,,,,,
a03,train,A_detection,384.0,2304000.0,2310000.0,23040.0,23100.0,N,0,,,,,,,,,,,
a03,train,A_detection,385.0,2310000.0,2316000.0,23100.0,23160.0,A,1,,,,,,,,,,,
a03,train,A_detection,386.0,2316000.0,2322000.0,23160.0,23220.0,A,1,,,,,,,,,,,
a03,train,A_detection,387.0,2322000.0,2328000.0,23220.0,23280.0,A,1,,,,,,,,,,,
a03,train,A_detection,388.0,2328000.0,2334000.0,23280.0,23340.0,A,1,,,,,,,,,,,
a03,train,A_detection,389.0,2334000.0,2340000.0,23340.0,23400.0,A,1,,,,,,,,,,,
a03,train,A_detection,390.0,2340000.0,2346000.0,23400.0,23460.0,A,1,,,,,,,,,,,
a03,train,A_detection,391.0,2346000.0,2352000.0,23460.0,23520.0,A,1,,,,,,,,,,,
a03,train,A_detection,392.0,2352000.0,2358000.0,23520.0,23580.0,A,1,,,,,,,,,,,
a03,train,A_detection,393.0,2358000.0,2364000.0,23580.0,23640.0,A,1,,,,,,,,,,,
a03,train,A_detection,394.0,2364000.0,2370000.0,23640.0,23700.0,A,1,,,,,,,,,,,
a03,train,A_detection,395.0,2370000.0,2376000.0,23700.0,23760.0,A,1,,,,,,,,,,,
a03,train,A_detection,396.0,2376000.0,2382000.0,23760.0,23820.0,A,1,,,,,,,,,,,
a03,train,A_detection,397.0,2382000.0,2388000.0,23820.0,23880.0,A,1,,,,,,,,,,,
a03,train,A_detection,398.0,2388000.0,2394000.0,23880.0,23940.0,A,1,,,,,,,,,,,
a03,train,A_detection,399.0,2394000.0,2400000.0,23940.0,24000.0,A,1,,,,,,,,,,,
a03,train,A_detection,400.0,2400000.0,2406000.0,24000.0,24060.0,A,1,,,,,,,,,,,
a03,train,A_detection,401.0,2406000.0,2412000.0,24060.0,24120.0,A,1,,,,,,,,,,,
a03,train,A_detection,402.0,2412000.0,2418000.0,24120.0,24180.0,A,1,,,,,,,,,,,
a03,train,A_detection,403.0,2418000.0,2424000.0,24180.0,24240.0,A,1,,,,,,,,,,,
a03,train,A_detection,404.0,2424000.0,2430000.0,24240.0,24300.0,A,1,,,,,,,,,,,
a03,train,A_detection,405.0,2430000.0,2436000.0,24300.0,24360.0,A,1,,,,,,,,,,,
a03,train,A_detection,406.0,2436000.0,2442000.0,24360.0,24420.0,N,0,,,,,,,,,,,
a03,train,A_detection,407.0,2442000.0,2448000.0,24420.0,24480.0,N,0,,,,,,,,,,,
a03,train,A_detection,408.0,2448000.0,2454000.0,24480.0,24540.0,N,0,,,,,,,,,,,
a03,train,A_detection,409.0,2454000.0,2460000.0,24540.0,24600.0,N,0,,,,,,,,,,,
a03,train,A_detection,410.0,2460000.0,2466000.0,24600.0,24660.0,N,0,,,,,,,,,,,
a03,train,A_detection,411.0,2466000.0,2472000.0,24660.0,24720.0,A,1,,,,,,,,,,,
a03,train,A_detection,412.0,2472000.0,2478000.0,24720.0,24780.0,A,1,,,,,,,,,,,
a03,train,A_detection,413.0,2478000.0,2484000.0,24780.0,24840.0,A,1,,,,,,,,,,,
a03,train,A_detection,414.0,2484000.0,2490000.0,24840.0,24900.0,A,1,,,,,,,,,,,
a03,train,A_detection,415.0,2490000.0,2496000.0,24900.0,24960.0,A,1,,,,,,,,,,,
a03,train,A_detection,416.0,2496000.0,2502000.0,24960.0,25020.0,A,1,,,,,,,,,,,
a03,train,A_detection,417.0,2502000.0,2508000.0,25020.0,25080.0,N,0,,,,,,,,,,,
a03,train,A_detection,418.0,2508000.0,2514000.0,25080.0,25140.0,N,0,,,,,,,,,,,
a03,train,A_detection,419.0,2514000.0,2520000.0,25140.0,25200.0,N,0,,,,,,,,,,,
a03,train,A_detection,420.0,2520000.0,2526000.0,25200.0,25260.0,N,0,,,,,,,,,,,
a03,train,A_detection,421.0,2526000.0,2532000.0,25260.0,25320.0,N,0,,,,,,,,,,,
a03,train,A_detection,422.0,2532000.0,2538000.0,25320.0,25380.0,N,0,,,,,,,,,,,
a03,train,A_detection,423.0,2538000.0,2544000.0,25380.0,25440.0,N,0,,,,,,,,,,,
a03,train,A_detection,424.0,2544000.0,2550000.0,25440.0,25500.0,N,0,,,,,,,,,,,
a03,train,A_detection,425.0,2550000.0,2556000.0,25500.0,25560.0,N,0,,,,,,,,,,,
a03,train,A_detection,426.0,2556000.0,2562000.0,25560.0,25620.0,N,0,,,,,,,,,,,
a03,train,A_detection,427.0,2562000.0,2568000.0,25620.0,25680.0,A,1,,,,,,,,,,,
a03,train,A_detection,428.0,2568000.0,2574000.0,25680.0,25740.0,A,1,,,,,,,,,,,
a03,train,A_detection,429.0,2574000.0,2580000.0,25740.0,25800.0,A,1,,,,,,,,,,,
a03,train,A_detection,430.0,2580000.0,2586000.0,25800.0,25860.0,A,1,,,,,,,,,,,
a03,train,A_detection,431.0,2586000.0,2592000.0,25860.0,25920.0,A,1,,,,,,,,,,,
a03,train,A_detection,432.0,2592000.0,2598000.0,25920.0,25980.0,A,1,,,,,,,,,,,
a03,train,A_detection,433.0,2598000.0,2604000.0,25980.0,26040.0,A,1,,,,,,,,,,,
a03,train,A_detection,434.0,2604000.0,2610000.0,26040.0,26100.0,A,1,,,,,,,,,,,
a03,train,A_detection,435.0,2610000.0,2616000.0,26100.0,26160.0,A,1,,,,,,,,,,,
a03,train,A_detection,436.0,2616000.0,2622000.0,26160.0,26220.0,A,1,,,,,,,,,,,
a03,train,A_detection,437.0,2622000.0,2628000.0,26220.0,26280.0,A,1,,,,,,,,,,,
a03,train,A_detection,438.0,2628000.0,2634000.0,26280.0,26340.0,A,1,,,,,,,,,,,
a03,train,A_detection,439.0,2634000.0,2640000.0,26340.0,26400.0,A,1,,,,,,,,,,,
a03,train,A_detection,440.0,2640000.0,2646000.0,26400.0,26460.0,A,1,,,,,,,,,,,
a03,train,A_detection,441.0,2646000.0,2652000.0,26460.0,26520.0,A,1,,,,,,,,,,,
a03,train,A_detection,442.0,2652000.0,2658000.0,26520.0,26580.0,A,1,,,,,,,,,,,
a03,train,A_detection,443.0,2658000.0,2664000.0,26580.0,26640.0,N,0,,,,,,,,,,,
a03,train,A_detection,444.0,2664000.0,2670000.0,26640.0,26700.0,N,0,,,,,,,,,,,
a03,train,A_detection,445.0,2670000.0,2676000.0,26700.0,26760.0,N,0,,,,,,,,,,,
a03,train,A_detection,446.0,2676000.0,2682000.0,26760.0,26820.0,N,0,,,,,,,,,,,
a03,train,A_detection,447.0,2682000.0,2688000.0,26820.0,26880.0,N,0,,,,,,,,,,,
a03,train,A_detection,448.0,2688000.0,2694000.0,26880.0,26940.0,N,0,,,,,,,,,,,
a03,train,A_detection,449.0,2694000.0,2700000.0,26940.0,27000.0,N,0,,,,,,,,,,,
a03,train,A_detection,450.0,2700000.0,2706000.0,27000.0,27060.0,N,0,,,,,,,,,,,
a03,train,A_detection,451.0,2706000.0,2712000.0,27060.0,27120.0,N,0,,,,,,,,,,,
a03,train,A_detection,452.0,2712000.0,2718000.0,27120.0,27180.0,N,0,,,,,,,,,,,
a03,train,A_detection,453.0,2718000.0,2724000.0,27180.0,27240.0,N,0,,,,,,,,,,,
a03,train,A_detection,454.0,2724000.0,2730000.0,27240.0,27300.0,N,0,,,,,,,,,,,
a03,train,A_detection,455.0,2730000.0,2736000.0,27300.0,27360.0,N,0,,,,,,,,,,,
a03,train,A_detection,456.0,2736000.0,2742000.0,27360.0,27420.0,N,0,,,,,,,,,,,
a03,train,A_detection,457.0,2742000.0,2748000.0,27420.0,27480.0,N,0,,,,,,,,,,,
a03,train,A_detection,458.0,2748000.0,2754000.0,27480.0,27540.0,N,0,,,,,,,,,,,
a03,train,A_detection,459.0,2754000.0,2760000.0,27540.0,27600.0,N,0,,,,,,,,,,,
a03,train,A_detection,460.0,2760000.0,2766000.0,27600.0,27660.0,N,0,,,,,,,,,,,
a03,train,A_detection,461.0,2766000.0,2772000.0,27660.0,27720.0,N,0,,,,,,,,,,,
a03,train,A_detection,462.0,2772000.0,2778000.0,27720.0,27780.0,N,0,,,,,,,,,,,
a03,train,A_detection,463.0,2778000.0,2784000.0,27780.0,27840.0,N,0,,,,,,,,,,,
a03,train,A_detection,464.0,2784000.0,2790000.0,27840.0,27900.0,N,0,,,,,,,,,,,
a03,train,A_detection,465.0,2790000.0,2796000.0,27900.0,27960.0,N,0,,,,,,,,,,,
a03,train,A_detection,466.0,2796000.0,2802000.0,27960.0,28020.0,N,0,,,,,,,,,,,
a03,train,A_detection,467.0,2802000.0,2808000.0,28020.0,28080.0,N,0,,,,,,,,,,,
a03,train,A_detection,468.0,2808000.0,2814000.0,28080.0,28140.0,N,0,,,,,,,,,,,
a03,train,A_detection,469.0,2814000.0,2820000.0,28140.0,28200.0,N,0,,,,,,,,,,,
a03,train,A_detection,470.0,2820000.0,2826000.0,28200.0,28260.0,A,1,,,,,,,,,,,
a03,train,A_detection,471.0,2826000.0,2832000.0,28260.0,28320.0,A,1,,,,,,,,,,,
a03,train,A_detection,472.0,2832000.0,2838000.0,28320.0,28380.0,A,1,,,,,,,,,,,
a03,train,A_detection,473.0,2838000.0,2844000.0,28380.0,28440.0,A,1,,,,,,,,,,,
a03,train,A_detection,474.0,2844000.0,2850000.0,28440.0,28500.0,A,1,,,,,,,,,,,
a03,train,A_detection,475.0,2850000.0,2856000.0,28500.0,28560.0,A,1,,,,,,,,,,,
a03,train,A_detection,476.0,2856000.0,2862000.0,28560.0,28620.0,A,1,,,,,,,,,,,
a03,train,A_detection,477.0,2862000.0,2868000.0,28620.0,28680.0,A,1,,,,,,,,,,,
a03,train,A_detection,478.0,2868000.0,2874000.0,28680.0,28740.0,A,1,,,,,,,,,,,
a03,train,A_detection,479.0,2874000.0,2880000.0,28740.0,28800.0,A,1,,,,,,,,,,,
a03,train,A_detection,480.0,2880000.0,2886000.0,28800.0,28860.0,A,1,,,,,,,,,,,
a03,train,A_detection,481.0,2886000.0,2892000.0,28860.0,28920.0,A,1,,,,,,,,,,,
a03,train,A_detection,482.0,2892000.0,2898000.0,28920.0,28980.0,A,1,,,,,,,,,,,
a03,train,A_detection,483.0,2898000.0,2904000.0,28980.0,29040.0,A,1,,,,,,,,,,,
a03,train,A_detection,484.0,2904000.0,2910000.0,29040.0,29100.0,A,1,,,,,,,,,,,
a03,train,A_detection,485.0,2910000.0,2916000.0,29100.0,29160.0,A,1,,,,,,,,,,,
a03,train,A_detection,486.0,2916000.0,2922000.0,29160.0,29220.0,A,1,,,,,,,,,,,
a03,train,A_detection,487.0,2922000.0,2928000.0,29220.0,29280.0,A,1,,,,,,,,,,,
a03,train,A_detection,488.0,2928000.0,2934000.0,29280.0,29340.0,A,1,,,,,,,,,,,
a03,train,A_detection,489.0,2934000.0,2940000.0,29340.0,29400.0,A,1,,,,,,,,,,,
a03,train,A_detection,490.0,2940000.0,2946000.0,29400.0,29460.0,A,1,,,,,,,,,,,
a03,train,A_detection,491.0,2946000.0,2952000.0,29460.0,29520.0,A,1,,,,,,,,,,,
a03,train,A_detection,492.0,2952000.0,2958000.0,29520.0,29580.0,N,0,,,,,,,,,,,
a03,train,A_detection,493.0,2958000.0,2964000.0,29580.0,29640.0,N,0,,,,,,,,,,,
a03,train,A_detection,494.0,2964000.0,2970000.0,29640.0,29700.0,N,0,,,,,,,,,,,
a03,train,A_detection,495.0,2970000.0,2976000.0,29700.0,29760.0,N,0,,,,,,,,,,,
a03,train,A_detection,496.0,2976000.0,2982000.0,29760.0,29820.0,N,0,,,,,,,,,,,
a03,train,A_detection,497.0,2982000.0,2988000.0,29820.0,29880.0,N,0,,,,,,,,,,,
a03,train,A_detection,498.0,2988000.0,2994000.0,29880.0,29940.0,N,0,,,,,,,,,,,
a03,train,A_detection,499.0,2994000.0,3000000.0,29940.0,30000.0,N,0,,,,,,,,,,,
a03,train,A_detection,500.0,3000000.0,3006000.0,30000.0,30060.0,N,0,,,,,,,,,,,
a03,train,A_detection,501.0,3006000.0,3012000.0,30060.0,30120.0,N,0,,,,,,,,,,,
a03,train,A_detection,502.0,3012000.0,3018000.0,30120.0,30180.0,N,0,,,,,,,,,,,
a03,train,A_detection,503.0,3018000.0,3024000.0,30180.0,30240.0,N,0,,,,,,,,,,,
a03,train,A_detection,504.0,3024000.0,3030000.0,30240.0,30300.0,N,0,,,,,,,,,,,
a03,train,A_detection,505.0,3030000.0,3036000.0,30300.0,30360.0,N,0,,,,,,,,,,,
a03,train,A_detection,506.0,3036000.0,3042000.0,30360.0,30420.0,N,0,,,,,,,,,,,
a03,train,A_detection,507.0,3042000.0,3048000.0,30420.0,30480.0,A,1,,,,,,,,,,,
a03,train,A_detection,508.0,3048000.0,3054000.0,30480.0,30540.0,A,1,,,,,,,,,,,
a03,train,A_detection,509.0,3054000.0,3060000.0,30540.0,30600.0,A,1,,,,,,,,,,,
a03,train,A_detection,510.0,3060000.0,3066000.0,30600.0,30660.0,A,1,,,,,,,,,,,
a03,train,A_detection,511.0,3066000.0,3072000.0,30660.0,30720.0,A,1,,,,,,,,,,,
a03,train,A_detection,512.0,3072000.0,3078000.0,30720.0,30780.0,A,1,,,,,,,,,,,
a03,train,A_detection,513.0,3078000.0,3084000.0,30780.0,30840.0,A,1,,,,,,,,,,,
a03,train,A_detection,514.0,3084000.0,3090000.0,30840.0,30900.0,A,1,,,,,,,,,,,
a03,train,A_detection,515.0,3090000.0,3096000.0,30900.0,30960.0,A,1,,,,,,,,,,,
a03,train,A_detection,516.0,3096000.0,3102000.0,30960.0,31020.0,A,1,,,,,,,,,,,
a03,train,A_detection,517.0,3102000.0,3108000.0,31020.0,31080.0,A,1,,,,,,,,,,,
a03,train,A_detection,518.0,3108000.0,3114000.0,31080.0,31140.0,A,1,,,,,,,,,,,
a05,train,A_detection,0.0,0.0,6000.0,0.0,60.0,N,0,,,,,,,,,,,
a05,train,A_detection,1.0,6000.0,12000.0,60.0,120.0,N,0,,,,,,,,,,,
a05,train,A_detection,2.0,12000.0,18000.0,120.0,180.0,N,0,,,,,,,,,,,
a05,train,A_detection,3.0,18000.0,24000.0,180.0,240.0,N,0,,,,,,,,,,,
a05,train,A_detection,4.0,24000.0,30000.0,240.0,300.0,N,0,,,,,,,,,,,
a05,train,A_detection,5.0,30000.0,36000.0,300.0,360.0,N,0,,,,,,,,,,,
a05,train,A_detection,6.0,36000.0,42000.0,360.0,420.0,N,0,,,,,,,,,,,
a05,train,A_detection,7.0,42000.0,48000.0,420.0,480.0,N,0,,,,,,,,,,,
a05,train,A_detection,8.0,48000.0,54000.0,480.0,540.0,N,0,,,,,,,,,,,
a05,train,A_detection,9.0,54000.0,60000.0,540.0,600.0,N,0,,,,,,,,,,,
a05,train,A_detection,10.0,60000.0,66000.0,600.0,660.0,N,0,,,,,,,,,,,
a05,train,A_detection,11.0,66000.0,72000.0,660.0,720.0,N,0,,,,,,,,,,,
a05,train,A_detection,12.0,72000.0,78000.0,720.0,780.0,N,0,,,,,,,,,,,
a05,train,A_detection,13.0,78000.0,84000.0,780.0,840.0,N,0,,,,,,,,,,,
a05,train,A_detection,14.0,84000.0,90000.0,840.0,900.0,A,1,,,,,,,,,,,
a05,train,A_detection,15.0,90000.0,96000.0,900.0,960.0,A,1,,,,,,,,,,,
a05,train,A_detection,16.0,96000.0,102000.0,960.0,1020.0,A,1,,,,,,,,,,,
a05,train,A_detection,17.0,102000.0,108000.0,1020.0,1080.0,A,1,,,,,,,,,,,
a05,train,A_detection,18.0,108000.0,114000.0,1080.0,1140.0,A,1,,,,,,,,,,,
a05,train,A_detection,19.0,114000.0,120000.0,1140.0,1200.0,A,1,,,,,,,,,,,
a05,train,A_detection,20.0,120000.0,126000.0,1200.0,1260.0,A,1,,,,,,,,,,,
a05,train,A_detection,21.0,126000.0,132000.0,1260.0,1320.0,A,1,,,,,,,,,,,
a05,train,A_detection,22.0,132000.0,138000.0,1320.0,1380.0,A,1,,,,,,,,,,,
a05,train,A_detection,23.0,138000.0,144000.0,1380.0,1440.0,A,1,,,,,,,,,,,
a05,train,A_detection,24.0,144000.0,150000.0,1440.0,1500.0,A,1,,,,,,,,,,,
a05,train,A_detection,25.0,150000.0,156000.0,1500.0,1560.0,A,1,,,,,,,,,,,
a05,train,A_detection,26.0,156000.0,162000.0,1560.0,1620.0,A,1,,,,,,,,,,,
a05,train,A_detection,27.0,162000.0,168000.0,1620.0,1680.0,A,1,,,,,,,,,,,
a05,train,A_detection,28.0,168000.0,174000.0,1680.0,1740.0,A,1,,,,,,,,,,,
a05,train,A_detection,29.0,174000.0,180000.0,1740.0,1800.0,A,1,,,,,,,,,,,
a05,train,A_detection,30.0,180000.0,186000.0,1800.0,1860.0,A,1,,,,,,,,,,,
a05,train,A_detection,31.0,186000.0,192000.0,1860.0,1920.0,A,1,,,,,,,,,,,
a05,train,A_detection,32.0,192000.0,198000.0,1920.0,1980.0,A,1,,,,,,,,,,,
a05,train,A_detection,33.0,198000.0,204000.0,1980.0,2040.0,N,0,,,,,,,,,,,
a05,train,A_detection,34.0,204000.0,210000.0,2040.0,2100.0,N,0,,,,,,,,,,,
a05,train,A_detection,35.0,210000.0,216000.0,2100.0,2160.0,N,0,,,,,,,,,,,
a05,train,A_detection,36.0,216000.0,222000.0,2160.0,2220.0,N,0,,,,,,,,,,,
a05,train,A_detection,37.0,222000.0,228000.0,2220.0,2280.0,N,0,,,,,,,,,,,
a05,train,A_detection,38.0,228000.0,234000.0,2280.0,2340.0,N,0,,,,,,,,,,,
a05,train,A_detection,39.0,234000.0,240000.0,2340.0,2400.0,N,0,,,,,,,,,,,
a05,train,A_detection,40.0,240000.0,246000.0,2400.0,2460.0,N,0,,,,,,,,,,,
a05,train,A_detection,41.0,246000.0,252000.0,2460.0,2520.0,N,0,,,,,,,,,,,
a05,train,A_detection,42.0,252000.0,258000.0,2520.0,2580.0,N,0,,,,,,,,,,,
a05,train,A_detection,43.0,258000.0,264000.0,2580.0,2640.0,N,0,,,,,,,,,,,
a05,train,A_detection,44.0,264000.0,270000.0,2640.0,2700.0,N,0,,,,,,,,,,,
a05,train,A_detection,45.0,270000.0,276000.0,2700.0,2760.0,N,0,,,,,,,,,,,
a05,train,A_detection,46.0,276000.0,282000.0,2760.0,2820.0,N,0,,,,,,,,,,,
a05,train,A_detection,47.0,282000.0,288000.0,2820.0,2880.0,N,0,,,,,,,,,,,
a05,train,A_detection,48.0,288000.0,294000.0,2880.0,2940.0,N,0,,,,,,,,,,,
a05,train,A_detection,49.0,294000.0,300000.0,2940.0,3000.0,N,0,,,,,,,,,,,
a05,train,A_detection,50.0,300000.0,306000.0,3000.0,3060.0,N,0,,,,,,,,,,,
a05,train,A_detection,51.0,306000.0,312000.0,3060.0,3120.0,N,0,,,,,,,,,,,
a05,train,A_detection,52.0,312000.0,318000.0,3120.0,3180.0,N,0,,,,,,,,,,,
a05,train,A_detection,53.0,318000.0,324000.0,3180.0,3240.0,N,0,,,,,,,,,,,
a05,train,A_detection,54.0,324000.0,330000.0,3240.0,3300.0,N,0,,,,,,,,,,,
a05,train,A_detection,55.0,330000.0,336000.0,3300.0,3360.0,N,0,,,,,,,,,,,
a05,train,A_detection,56.0,336000.0,342000.0,3360.0,3420.0,N,0,,,,,,,,,,,
a05,train,A_detection,57.0,342000.0,348000.0,3420.0,3480.0,N,0,,,,,,,,,,,
a05,train,A_detection,58.0,348000.0,354000.0,3480.0,3540.0,N,0,,,,,,,,,,,
a05,train,A_detection,59.0,354000.0,360000.0,3540.0,3600.0,N,0,,,,,,,,,,,
a05,train,A_detection,60.0,360000.0,366000.0,3600.0,3660.0,N,0,,,,,,,,,,,
a05,train,A_detection,61.0,366000.0,372000.0,3660.0,3720.0,N,0,,,,,,,,,,,
a05,train,A_detection,62.0,372000.0,378000.0,3720.0,3780.0,N,0,,,,,,,,,,,
a05,train,A_detection,63.0,378000.0,384000.0,3780.0,3840.0,N,0,,,,,,,,,,,
a05,train,A_detection,64.0,384000.0,390000.0,3840.0,3900.0,N,0,,,,,,,,,,,
